class;cap-shape;cap-surface;cap-color;bruises;gill-spacing;gill-size;gill-color;stalk-shape;stalk-root;stalk-surface-above-ring;stalk-surface-below-ring;stalk-color-above-ring;stalk-color-below-ring;veil-color;spore-print-color;population;habitat
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;several;paths
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;paths
edible;flat;scaly;purple;no;close;narrow;white;enlarging;?;smooth;fibrous;white;white;white;chocolate;solitary;woods
poisonous;flat;fibrous;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;grasses
poisonous;convex;scaly;brown;no;close;narrow;buff;tapering;?;smooth;smooth;white;pink;white;white;several;leaves
poisonous;convex;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;several;grasses
poisonous;convex;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;paths
poisonous;convex;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;grasses
poisonous;flat;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;woods
poisonous;convex;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;solitary;woods
poisonous;convex;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;several;paths
edible;flat;smooth;buff;bruises;close;broad;red;enlarging;?;smooth;smooth;white;white;white;white;clustered;waste
poisonous;flat;fibrous;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;paths
poisonous;flat;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;several;woods
edible;convex;smooth;brown;bruises;close;broad;white;enlarging;?;smooth;smooth;white;red;white;white;clustered;waste
poisonous;flat;fibrous;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;solitary;paths
poisonous;convex;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;several;woods
poisonous;convex;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;pink;pink;white;white;several;paths
poisonous;flat;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;woods
poisonous;convex;scaly;brown;no;close;narrow;white;enlarging;?;silky;scaly;white;brown;white;white;several;woods
poisonous;bell;smooth;buff;bruises;close;broad;white;enlarging;bulbous;smooth;smooth;white;white;white;green;several;grasses
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;woods
poisonous;flat;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;woods
edible;flat;scaly;purple;no;close;narrow;purple;enlarging;?;smooth;fibrous;white;white;white;chocolate;solitary;woods
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;grasses
poisonous;flat;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;grasses
poisonous;flat;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;solitary;grasses
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;woods
edible;convex;scaly;red;bruises;close;broad;white;enlarging;?;smooth;smooth;red;white;white;white;clustered;waste
poisonous;flat;fibrous;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;several;grasses
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;several;grasses
poisonous;convex;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;paths
poisonous;flat;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;several;paths
edible;knobbed;smooth;buff;bruises;close;broad;white;enlarging;?;smooth;smooth;white;red;white;white;clustered;waste
poisonous;flat;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;solitary;woods
poisonous;convex;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;paths
poisonous;convex;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;woods
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;several;paths
poisonous;flat;smooth;white;bruises;close;broad;chocolate;tapering;bulbous;smooth;fibrous;white;white;white;chocolate;several;urban
poisonous;convex;smooth;gray;no;close;narrow;pink;enlarging;bulbous;smooth;smooth;white;white;white;brown;several;woods
poisonous;flat;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;solitary;woods
edible;flat;scaly;purple;no;close;narrow;pink;enlarging;?;smooth;fibrous;white;white;white;chocolate;several;woods
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;woods
poisonous;flat;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;solitary;woods
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;several;grasses
poisonous;convex;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;paths
poisonous;convex;smooth;gray;bruises;close;broad;pink;tapering;bulbous;fibrous;smooth;white;white;white;chocolate;scattered;urban
poisonous;flat;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;solitary;woods
poisonous;flat;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;solitary;paths
poisonous;flat;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;solitary;woods
poisonous;convex;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;several;woods
poisonous;convex;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;grasses
poisonous;convex;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;woods
poisonous;convex;fibrous;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;grasses
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;solitary;paths
poisonous;flat;fibrous;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;grasses
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;solitary;woods
poisonous;convex;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;paths
poisonous;flat;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;several;paths
poisonous;convex;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;leaves
poisonous;convex;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;solitary;paths
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;several;paths
poisonous;flat;smooth;buff;bruises;close;broad;white;tapering;bulbous;fibrous;smooth;white;white;white;chocolate;several;grasses
poisonous;flat;fibrous;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;several;woods
poisonous;flat;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;paths
poisonous;convex;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;paths
poisonous;flat;fibrous;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;several;woods
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;solitary;woods
poisonous;convex;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;woods
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;leaves
edible;knobbed;scaly;buff;bruises;close;broad;red;enlarging;?;smooth;smooth;red;white;white;white;clustered;waste
edible;flat;scaly;buff;bruises;close;broad;white;enlarging;?;smooth;smooth;red;white;white;white;clustered;waste
poisonous;convex;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;woods
poisonous;flat;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;paths
poisonous;convex;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;grasses
poisonous;flat;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;grasses
poisonous;convex;smooth;buff;bruises;close;broad;white;tapering;bulbous;smooth;fibrous;white;white;white;chocolate;scattered;urban
poisonous;flat;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;several;paths
poisonous;convex;smooth;white;bruises;close;broad;pink;tapering;bulbous;fibrous;fibrous;white;white;white;chocolate;scattered;urban
poisonous;convex;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;several;paths
poisonous;convex;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;paths
poisonous;convex;smooth;white;bruises;close;broad;pink;tapering;bulbous;smooth;fibrous;white;white;white;chocolate;scattered;urban
poisonous;flat;smooth;buff;bruises;close;broad;pink;tapering;bulbous;fibrous;fibrous;white;white;white;chocolate;scattered;grasses
poisonous;convex;smooth;white;bruises;close;broad;chocolate;tapering;bulbous;fibrous;smooth;white;white;white;chocolate;scattered;urban
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;woods
poisonous;flat;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;solitary;paths
poisonous;convex;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;several;grasses
poisonous;flat;fibrous;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;paths
edible;convex;scaly;white;no;close;narrow;purple;enlarging;?;smooth;fibrous;white;white;white;chocolate;solitary;woods
edible;convex;smooth;red;bruises;close;broad;red;enlarging;?;smooth;smooth;white;white;white;white;clustered;waste
poisonous;convex;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;several;grasses
poisonous;flat;fibrous;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;grasses
poisonous;convex;scaly;brown;no;close;narrow;buff;tapering;?;silky;smooth;pink;white;white;white;several;leaves
poisonous;convex;scaly;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;several;paths
poisonous;flat;fibrous;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;solitary;paths
poisonous;flat;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;brown;white;chocolate;several;paths
poisonous;flat;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;woods
edible;flat;fibrous;red;bruises;close;broad;brown;tapering;bulbous;smooth;smooth;gray;white;white;brown;solitary;woods
poisonous;convex;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;grasses
poisonous;flat;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;several;woods
poisonous;flat;fibrous;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;several;paths
poisonous;convex;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;solitary;grasses
poisonous;convex;fibrous;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;solitary;paths
poisonous;knobbed;fibrous;yellow;no;close;narrow;white;enlarging;?;silky;scaly;white;brown;white;white;several;woods
poisonous;flat;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;grasses
edible;knobbed;fibrous;cinnamon;no;crowded;narrow;white;enlarging;bulbous;fibrous;smooth;white;brown;white;white;several;leaves
poisonous;flat;fibrous;gray;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;paths
poisonous;flat;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;brown;pink;white;chocolate;solitary;paths
poisonous;convex;scaly;gray;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;woods
poisonous;convex;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;several;paths
poisonous;flat;fibrous;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;several;grasses
poisonous;flat;scaly;yellow;no;close;broad;chocolate;enlarging;bulbous;silky;silky;pink;brown;white;chocolate;several;woods
poisonous;convex;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;woods
poisonous;flat;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;several;paths
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;brown;buff;white;chocolate;solitary;woods
poisonous;bell;scaly;pink;bruises;close;broad;white;enlarging;bulbous;smooth;smooth;white;white;white;green;several;grasses
edible;knobbed;scaly;pink;bruises;close;broad;red;enlarging;?;smooth;smooth;white;white;white;white;clustered;waste
poisonous;convex;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;buff;white;chocolate;several;paths
poisonous;convex;fibrous;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;pink;white;chocolate;several;grasses
edible;knobbed;scaly;buff;bruises;close;broad;red;enlarging;?;smooth;smooth;white;red;white;white;clustered;waste
poisonous;flat;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;brown;brown;white;chocolate;solitary;woods
poisonous;convex;smooth;white;bruises;close;broad;pink;tapering;bulbous;smooth;smooth;white;white;white;chocolate;scattered;urban
poisonous;convex;scaly;brown;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;paths
poisonous;convex;scaly;brown;no;close;narrow;buff;tapering;?;smooth;silky;white;white;white;white;several;woods
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;silky;silky;white;white;white;white;several;paths
poisonous;flat;groovesmooth;white;bruises;crowded;narrow;white;enlarging;bulbous;smooth;smooth;white;white;white;white;clustered;leaves
poisonous;convex;smooth;gray;bruises;close;broad;pink;tapering;bulbous;fibrous;smooth;white;white;white;chocolate;several;urban
edible;flat;scaly;cinnamon;no;crowded;narrow;white;enlarging;bulbous;fibrous;smooth;white;brown;white;white;several;leaves
poisonous;convex;scaly;gray;no;close;broad;pink;enlarging;bulbous;silky;silky;pink;buff;white;chocolate;solitary;grasses
poisonous;flat;scaly;yellow;no;close;broad;gray;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;several;woods
poisonous;flat;scaly;yellow;no;close;broad;pink;enlarging;bulbous;silky;silky;buff;pink;white;chocolate;solitary;paths
edible;flat;scaly;pink;bruises;close;broad;white;enlarging;?;smooth;smooth;white;red;white;white;clustered;waste
poisonous;convex;smooth;buff;bruises;close;broad;white;tapering;bulbous;fibrous;smooth;white;white;white;chocolate;several;grasses
poisonous;convex;smooth;gray;bruises;close;broad;chocolate;tapering;bulbous;smooth;fibrous;white;white;white;chocolate;scattered;grasses
poisonous;convex;scaly;red;no;close;narrow;buff;tapering;?;silky;smooth;pink;pink;white;white;several;paths
edible;knobbed;scaly;cinnamon;no;crowded;narrow;white;enlarging;bulbous;smooth;fibrous;white;brown;white;white;several;leaves
poisonous;convex;smooth;white;bruises;close;broad;white;tapering;bulbous;smooth;fibrous;white;white;white;chocolate;scattered;urban
poisonous;convex;smooth;white;bruises;close;broad;chocolate;tapering;bulbous;smooth;fibrous;white;white;white;chocolate;several;grasses
poisonous;flat;smooth;buff;bruises;close;broad;white;tapering;bulbous;smooth;fibrous;white;white;white;chocolate;several;urban
